Trap #,Date Set (mm/dd/yy),Time Set,Date Pulled (mm/dd/yy),Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Bait ,Depth m,Temp C,Secchi Depth m,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (mm),Tag Applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour,Fate (D/L),Decompression Stress (Y/N),Treatment,Sacrificed (Y/N),Sacrificed Code,Comments,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len
13,3-Jul-11,1246,5-Jul-11,1339,10U,475429,5986049,Cod Trap,NSC,6.9,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3-Jul-11,0945,5-Jul-11,1029,10U,475651,5986227,Cod Trap,NSC,5.4,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3-Jul-11,1014,5-Jul-11,1100,10U,476939,5986384,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3-Jul-11,1045,5-Jul-11,1128,10U,476686,5986417,Cod Trap,NSC,11.7,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3-Jul-11,1040,5-Jul-11,1120,10U,476999,5986213,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3-Jul-11,1111,5-Jul-11,1155,10U,476061,5986214,Cod Trap,NSC,12,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3-Jul-11,1132,5-Jul-11,1213,10U,477055,5986325,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3-Jul-11,1151,5-Jul-11,1234,10U,477123,5986277,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3-Jul-11,1357,5-Jul-11,1442,10U,477222,5985848,Cod Trap,NSC,14,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3-Jul-11,1126,5-Jul-11,1221,10U,476999,5986608,Cod Trap,NSC,13,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-10,4-Jul-11,0932,6-Jul-11,0953,10U,476805,5986506,Hoop Trap L,NSC,11,15,3,,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,4-Jul-11,1005,6-Jul-11,1026,10U,476985,5986522,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,4-Jul-11,0922,6-Jul-11,0943,10U,476732,5986485,Hoop Trap L,NSC,9.4,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21,4-Jul-11,0951,6-Jul-11,1012,10U,476913,5986494,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-7,4-Jul-11,1040,6-Jul-11,1101,10U,477605,5986655,Hoop Trap L,NSC,14.8,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,4-Jul-11,1159,6-Jul-11,1220,10U,477595,5987083,Hoop Trap L,NSC,11.9,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,4-Jul-11,1331,6-Jul-11,1352,10U,477598,5986754,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,4-Jul-11,1029,6-Jul-11,1050,10U,477469,5986607,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,4-Jul-11,0843,6-Jul-11,0904,10U,477264,5986424,Hoop Trap L,NSC,15.2,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-14,4-Jul-11,1013,6-Jul-11,1034,10U,477276,5986531,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-20,4-Jul-11,1151,6-Jul-11,1112,10U,477725,5986702,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-22,4-Jul-11,1339,6-Jul-11,1400,10U,477649,5986749,Hoop Trap L,NSC,14,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-24,4-Jul-11,1345,6-Jul-11,1406,10U,477674,5987036,Hoop Trap L,NSC,12,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-26,4-Jul-11,1137,6-Jul-11,1158,10U,477396,5987025,Hoop Trap L,NSC,11,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-28,4-Jul-11,1134,6-Jul-11,1153,10U,477253,5987146,Hoop Trap L,NSC,6,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-29,4-Jul-11,1028,6-Jul-11,1049,10U,477249,5986807,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-30,4-Jul-11,1354,6-Jul-11,1415,10U,477745,5987228,Hoop Trap L,NSC,2,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-27,4-Jul-11,0849,6-Jul-11,0910,10U,477416,5986435,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-91,4-Jul-11,0854,6-Jul-11,0915,10U,477527,5986451,Hoop Trap L,NSC,14,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,4-Jul-11,0903,6-Jul-11,0924,10U,477682,5986502,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23,4-Jul-11,0910,6-Jul-11,0931,10U,477804,5986623,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5-Jul-11,1410,7-Jul-11,1509,10U,476752,5985886,Cod Trap,NSC,14.8,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5-Jul-11,1356,7-Jul-11,1455,10U,476590,5986116,Cod Trap,NSC,15.8,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5-Jul-11,1424,7-Jul-11,1520,10U,476941,5985882,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5-Jul-11,1431,7-Jul-11,1532,10U,477129,5985785,Cod Trap,NSC,14.7,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5-Jul-11,1407,7-Jul-11,1505,10U,476640,5985947,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5-Jul-11,1051,7-Jul-11,1155,10U,476896,5986196,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5-Jul-11,1008,7-Jul-11,1107,10U,474833,5986261,Cod Trap,NSC,2.3,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5-Jul-11,0927,7-Jul-11,1025,10U,476810,5986206,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5-Jul-11,0947,7-Jul-11,1044,10U,474960,5986211,Cod Trap,NSC,7.3,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5-Jul-11,1014,7-Jul-11,1013,10U,477272,5985952,Cod Trap,NSC,14,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5-Jul-11,1505,7-Jul-11,1601,10U,476826,5986313,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5-Jul-11,1020,7-Jul-11,1118,10U,476612,5986243,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5-Jul-11,1348,7-Jul-11,1446,10U,475430,5986050,Cod Trap,NSC,6.9,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5-Jul-11,1039,7-Jul-11,1140,10U,475649,5986222,Cod Trap,NSC,5.4,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5-Jul-11,1110,7-Jul-11,1208,10U,476935,5986388,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5-Jul-11,1138,7-Jul-11,1234,10U,476681,5986414,Cod Trap,NSC,11.7,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5-Jul-11,1321,7-Jul-11,1420,10U,476634,5986354,Cod Trap,NSC,12.9,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5-Jul-11,1129,7-Jul-11,1227,10U,476992,5986216,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5-Jul-11,1206,7-Jul-11,1300,10U,476066,5986213,Cod Trap,NSC,12.1,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5-Jul-11,1313,7-Jul-11,1410,10U,476465,5986386,Cod Trap,NSC,9.4,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5-Jul-11,1224,7-Jul-11,1323,10U,477051,5986329,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5-Jul-11,1243,7-Jul-11,1341,10U,477125,5986275,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5-Jul-11,1232,7-Jul-11,1333,10U,476995,5986609,Cod Trap,NSC,13,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-10,6-Jul-11,0959,8-Jul-12,0928,10U,476803,5986501,Hoop Trap L,NSC,11,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,6-Jul-11,1007,8-Jul-12,0936,10U,476865,5986589,Hoop Trap L,NSC,10,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,6-Jul-11,1033,8-Jul-12,1002,10U,476983,5986527,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,6-Jul-11,0950,8-Jul-12,0919,10U,476735,5986484,Hoop Trap L,NSC,9.4,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21,6-Jul-11,1019,8-Jul-12,0948,10U,476911,5986499,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-7,6-Jul-11,1108,8-Jul-12,1037,10U,477607,5986653,Hoop Trap L,NSC,14.8,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,6-Jul-11,1227,8-Jul-12,1146,10U,477598,5987088,Hoop Trap L,NSC,11.9,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,6-Jul-11,1358,8-Jul-12,1327,10U,477594,5986756,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,6-Jul-11,1056,8-Jul-12,1025,10U,477467,5986603,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,6-Jul-11,0910,8-Jul-12,0839,10U,477261,5986421,Hoop Trap L,NSC,15.2,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-14,6-Jul-11,1040,8-Jul-12,1009,10U,477273,5986536,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-20,6-Jul-11,1118,8-Jul-12,1047,10U,477728,5986707,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-22,6-Jul-11,1406,8-Jul-12,1335,10U,477647,5986747,Hoop Trap L,NSC,14,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-24,6-Jul-11,1412,8-Jul-12,1341,10U,477672,5987033,Hoop Trap L,NSC,12,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-25,6-Jul-11,1109,8-Jul-12,1038,10U,477405,5986898,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-26,6-Jul-11,1204,8-Jul-12,1133,10U,477393,5987023,Hoop Trap L,NSC,11,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-28,6-Jul-11,1159,8-Jul-12,1128,10U,477256,5987146,Hoop Trap L,NSC,6,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-30,6-Jul-11,1421,8-Jul-12,1350,10U,477742,5987224,Hoop Trap L,NSC,2,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-31,6-Jul-11,1416,8-Jul-12,1344,10U,477497,5987351,Hoop Trap L,NSC,3,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-27,6-Jul-11,0915,8-Jul-12,0844,10U,477417,5986436,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,6-Jul-11,0930,8-Jul-12,0859,10U,477684,5986505,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7-Jul-11,1519,9-Jul-11,1449,10U,476767,5985884,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7-Jul-11,1505,9-Jul-11,1436,10U,476694,5986122,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7-Jul-11,1530,9-Jul-11,1459,10U,476956,5985884,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7-Jul-11,1540,9-Jul-11,1510,10U,477145,5985790,Cod Trap,NSC,14,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7-Jul-11,1515,9-Jul-11,1444,10U,476650,5985944,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7-Jul-11,1204,9-Jul-11,1136,10U,476904,5986184,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7-Jul-11,1116,9-Jul-11,1047,10U,474838,5986246,Cod Trap,NSC,3,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7-Jul-11,1036,9-Jul-11,1004,10U,476793,5986174,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7-Jul-11,1053,9-Jul-11,1024,10U,475022,5986220,Cod Trap,NSC,2.7,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7-Jul-11,1022,9-Jul-11,0952,10U,476333,5985958,Cod Trap,NSC,14,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7-Jul-11,1615,9-Jul-11,1546,10U,476820,5986314,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7-Jul-11,1126,9-Jul-11,1058,10U,476624,5986252,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7-Jul-11,1455,9-Jul-11,1427,10U,475440,5986123,Cod Trap,NSC,5.4,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7-Jul-11,1149,9-Jul-11,1118,10U,475753,5986166,Cod Trap,NSC,7,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7-Jul-11,1216,9-Jul-11,1146,10U,477301,5986176,Cod Trap,NSC,14,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7-Jul-11,1244,9-Jul-11,1214,10U,476680,5986412,Cod Trap,NSC,11,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7-Jul-11,1428,9-Jul-11,1358,10U,476629,5986346,Cod Trap,NSC,13,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7-Jul-11,1441,9-Jul-11,1409,10U,476891,5986658,Cod Trap,NSC,6.6,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7-Jul-11,1236,9-Jul-11,1205,10U,477003,5986224,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7-Jul-11,1311,9-Jul-11,1240,10U,476083,5986234,Cod Trap,NSC,11,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,7-Jul-11,1416,9-Jul-11,1345,10U,476494,5986374,Cod Trap,NSC,10,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7-Jul-11,1331,9-Jul-11,1301,10U,477078,5986302,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7-Jul-11,1350,9-Jul-11,1321,10U,477153,5986293,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7-Jul-11,1602,9-Jul-11,1534,10U,477234,5985853,Cod Trap,NSC,11,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,8-Jul-11,0942,10-Jul-11,0926,10U,476860,5986563,Hoop Trap L,NSC,10,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,8-Jul-11,1008,10-Jul-11,0941,10U,476986,5986543,Hoop Trap L,NSC,12,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,8-Jul-11,0925,10-Jul-11,0947,10U,476740,5986479,Hoop Trap L,NSC,10,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21,8-Jul-11,0955,10-Jul-11,0918,10U,476897,5986496,Hoop Trap L,NSC,12,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
