Trap #,Date Set,Time Set,Date Pulled,Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Bait ,Depth m,Temp C,Secchi Depth m,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (mm),Tag applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour2,Fate (D/L),Decompression Stress (Y/N),Treatment,Sacrificed (Y/N),Sacrificied Code,Comments,Sp.,No.L,No.D,Len,Len3,Len4,Len5,Len6,Sp.7,No.L8,No.D9,Len10,Len11,Len12,Len13,Len14,Sp.15,No.L16,No.D17,Len18,Len19,Len20,Len21,Len22,Sp.23,No.L24,No.D25,Len26,Len27,Len28,Len29,Len30,Sp.31,No.L32,No.D33,Len34,Len35,Len36
H-9,25-Oct-10,1006,29-Oct-10,0952,10U,475322,5986049,Hoop Trap L, 1 NSC Minnow 150mm + 1  Piece of Sucker ,7.7,7,3,Y,1,450,0.86,170,Y,Orange FWPG 2176,N,,L,N,ROSB,N,,Trap pulled for the season. Fish released without incident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-10,25-Oct-10,1401,29-Oct-10,1242,10U,478617,5987269,Hoop Trap L, 3 Pieces of NSC ,11.0,8,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,25-Oct-10,1015,29-Oct-10,1003,10U,475872,5986295,Hoop Trap L, 2 Pieces of Sucker ,8.0,7,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,25-Oct-10,1245,29-Oct-10,1138,10U,477588,5986590,Hoop Trap L, 2 Pieces of NSC + 1 Piece of Sucker ,15.0,7,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,25-Oct-10,1337,29-Oct-10,1228,10U,477984,5988744,Hoop Trap L, 2 Pieces of NSC + 1 Piece of CSU ,11.0,8,3,Y,2 of 2,730,2.58,310,Y,Orange FWPG 2339,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,25-Oct-10,1337,29-Oct-10,1228,10U,477984,5988744,Hoop Trap L, 2 Pieces of NSC + 1 Piece of CSU ,11.0,8,3,Y,1 of 2,665,2.66,330,Y,Orange FWPG 2341,N,,L,N,ROSB,N,,Trap pulled for the season. Both fish released without incident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-14,25-Oct-10,1237,29-Oct-10,1116,10U,477448,5986589,Hoop Trap L, 2 Pieces of NSC + 1 Piece of Sucker ,15.0,8,3,N,0,,,,,,,,,,,,,Trap pulled for season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,25-Oct-10,0939,29-Oct-10,0940,10U,474703,5986147,Hoop Trap L, 2 Pieces of Smoked Sockeye + 1 Sucker ,3.1,7,3,N,0,,,,,,,,,,,,,Trap pulled for season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,25-Oct-10,0950,29-Oct-10,0949,10U,475099,5986200,Hoop Trap L, 2 Pieces of LSU ,5.2,7,3,N,0,,,,,,,,,,,,,Trap pulled for season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,25-Oct-10,1137,29-Oct-10,1048,10U,477194,5986238,Hoop Trap L, 2 Pieces of Sucker ,15.0,7,3,N,0,,,,,,,,,,,,,Trap pulled for season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-19,25-Oct-10,1030,29-Oct-10,1012,10U,476514,5986359,Hoop Trap L, 2 Pieces of NSC + 1 Piece of Sucker ,11.0,7,3,N,0,,,,,,,,,,,,,Trap pulled for season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-20,25-Oct-10,1037,29-Oct-10,1023,10U,476849,5986380,Hoop Trap L, 2 Pieces of Smoked Sockeye ,14.0,9,3,N,0,,,,,,,,,,,,,Trap pulled for season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-22,25-Oct-10,1230,29-Oct-10,1119,10U,477242,5986800,Hoop Trap L, 2 Pieces of LSU ,13.0,8,3,Y,1,570,1.48,230,N,,N,,L,N,ROSB,N,,Trap pulled for season. Fish was tagged but tag fell out upon release.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23,25-Oct-10,1104,29-Oct-10,1026,10U,476942,5986206,Hoop Trap L, 2 Pieces of NSC + 1 Piece of Smoked Sockeye ,15.0,7,3,Y,1,635,1.98,290,N,,N,,L,Y,,Y,136,Trap pulled for season. Fish suffering from decompression stress eyes totally bulged out. Fish was sacrificed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-24,25-Oct-10,1256,29-Oct-10,1127,10U,477429,5986811,Hoop Trap L, 2 Pieces of CSU ,14.0,8,3,Y,1,590,1.89,280,Y,Orange FWPG 2343,N,,L,N,ROSB,N,,Trap pulled for season. Fish released without incident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-25,25-Oct-10,1258,29-Oct-10,1143,10U,477615,5986800,Hoop Trap L, 2 Pieces of Sucker ,15.0,8,3,N,0,,,,,,,,,,,,,Trap pulled for season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-26,25-Oct-10,1122,29-Oct-10,1039,10U,477065,5986617,Hoop Trap L, 2 Pieces of NSC ,13.0,7,3,Y,1,465,0.83,180,N,,Y,Orange FWPG 2128,L,N,ROSB,N,,Trap pulled for season. Tag scar not infected. Fish looked healthy. Fish released without incident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-27,25-Oct-10,1145,29-Oct-10,1052,10U,477305,5986430,Hoop Trap L, 2 Pieces of Sucker ,15.0,7,3,Y,1,695,2.28,310,Y,Orange FWPG 2344,N,,L,N,ROSB,N,,Trap pulled for season.  Fish released without incident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-28,25-Oct-10,1331,29-Oct-10,1221,10U,477911,5987261,Hoop Trap L, 2 Pieces of NSC + 1 Piece of CSU ,2.8,8,3,Y,1,420,0.67,170,Y,Orange FWPG 2342,N,,L,N,ROSB,N,,Trap pulled for season.  Fish released without incident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-29,25-Oct-10,0944,29-Oct-10,0945,10U,474801,5986190,Hoop Trap L, 2 Pieces of LSU ,5.6,7,3,N,0,,,,,,,,,,,,,Trap pulled for season.  NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-30,25-Oct-10,1354,29-Oct-10,1238,10U,478639,5987638,Hoop Trap L, 2 Pieces of CSU  ,4.2,8,3,N,0,,,,,,,,,,,,,Trap pulled for season.  NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-31,25-Oct-10,1324,29-Oct-10,1218,10U,477492,5987339,Hoop Trap L, 2 Pieces of NSC + 1 Piece of LSU ,4.3,8,3,N,0,,,,,,,,,,,,,Trap pulled for season.  NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-15,27-Oct-10,1116,29-Oct-10,1102,10U,477314,5986543,Hoop Trap L, 3 Pieces of Smoked Sockeye. ,15.0,9,3,N,0,,,,,,,,,,,,,Trap pulled for the season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-15,13-Oct-10,0935,10/27/10,1110,10U,477145,5986593,Hoop Trap L, 3 Chunks of NSC ,14.0,12,2,N,0,,,,,,,,,,,,,"Trap float broke off. will need to recover. Did not recover on this date, 10/17/10. Trap recovered on 10/27/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN-1,19-Oct-10,0830,20-Oct-10,0910,10U,476652,5986442,Gill Net, N/A ,2.5 ,9,2,Y,1,440,0.57,190,N,,N,,D,,,Y,129,Gill net was set for bait collection incidental BB catch. Suckers used for bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN-1,20-Oct-10,0830,25-Oct-10,0917,10U,476669,5986461,Gill Net, N/A ,2.5,9,2,N,0,,,,,,,,,,,,,Western Grebe caught in trap. Trap reset in same general location.,LSU,3,3,340,320,330,350,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN-1,25-Oct-10,0928,26-Oct-10,0855,10U,476669,5986461,Gill Net, N/A ,1.4,7,3,N,0,,,,,,,,,,,,,N/A,NSC,1,0,470,,,,,LSU,1,0,390,,,,,,,,,,,,,,,,,,,,,,,,,,
GN-1,26-Oct-10,0858,29-Oct-10,1018,10U,476669,5986461,Gill Net, N/A ,1.4,8,3,N,0,,,,,,,,,,,,,Net pulled for the season. First white fish caught during study-released.,Whitefish,1,0,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,02-Jun-10,1528,5-Jun-10,1340,10U,477023,5986419,Cod Trap, NSC ,15.0,12,2,N,0,,,,,,,,,,,,,"NFC, no fresh bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,02-Jun-10,1249,5-Jun-10,1227,10U,476739,5985416,Cod Trap, NSC ,9.2,12,2,N,0,,,,,,,,,,,,,"NFC, fresh bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,02-Jun-10,1046,5-Jun-10,0928,10U,474439,5985708,Cod Trap, NSC ,3.1,12,2,Y,1,760,1.84,240,N,,Y,Orange FWPG 02409,L,N,ROSB,N,,"Recaptured fish #02409. Old bait removed, fresh bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,02-Jun-10,1029,5-Jun-10,0907,10U,474586,5985470,Cod Trap, NSC ,3.2,12,4,N,0,,,,,,,,,,,,,"NFC. Trap relocated. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,02-Jun-10,1037,5-Jun-10,0945,10U,474457,5985610,Cod Trap, NSC ,2.5,12,2,Y,1,400,0.62,160,N,,Y,Orange FWPG 02978,L,N,ROSB,N,,"Recaptured fish #02978 release at boat side.Trap reset in same general location. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,02-Jun-10,1018,5-Jun-10,0855,10U,475066,5985536,Cod Trap, NSC ,10.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap relocated east, fresh bait added. Old bait removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,02-Jun-10,1256,5-Jun-10,1234,10U,476642,5985810,Cod Trap, NSC ,16.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap relocated toward N side of lake. Fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,02-Jun-10,1309,5-Jun-10,1241,10U,476835,5985912,Cod Trap, NSC ,16.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,02-Jun-10,1313,5-Jun-10,1247,10U,475960,5985996,Cod Trap, NSC ,16.0,12,2,N,0,,,,,,,,,,,,,"NFC, Trap set in same general location. Fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,02-Jun-10,1457,5-Jun-10,1252,10U,476924,5985820,Cod Trap, NSC ,16.0,12,2,N,0,,,,,,,,,,,,,"NFC, Trap set in same general location. Fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,02-Jun-10,1400,5-Jun-10,1258,10U,477145,5985875,Cod Trap, NSC ,16.0,12,2,Y,1,600,1.57,310,Y,Orange FWPG 02951,N,,L,Y,RRT,N,,Tag 02951 put down in release trap at 1301 released at 1311. Fish was not observed surfacing in release area. Fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,02-Jun-10,1406,5-Jun-10,1334,10U,476868,5986478,Cod Trap, NSC ,13.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap reset in same general location. No fresh bait added.,NSC,1,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,02-Jun-10,1432,5-Jun-10,1325,10U,477259,5986081,Cod Trap, NSC ,16.0,12,2,Y,1,510,1.3,230,Y,Orange FWPG 02383,N,,L,N,ROSB,N,,"Tag #2383 released over side of boat, no bait added. Fish did not show signs of gassing and was not observed surfacing. Set trap in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,02-Jun-10,1427,5-Jun-10,1319,10U,477460,5985990,Cod Trap, NSC ,11.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap reset in same general location, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,02-Jun-10,1534,5-Jun-10,1346,10U,477387,5986528,Cod Trap, NSC ,16.0,12,2,Y,1,570,1.23,230,Y,Orange FWPG 02384,N,,L,N,ROSB,N,,Released over side of boat. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20-May-10,1349,21-May-10,0819,10U,476570,5985722,Cod Trap, Sockeye ,16.0,10,3,Y,1,805,3.7,330,Y,Orange FWPG 02425,N,,L,N,ROSB,N,,"Fish released, no signs of gassing.Bait not replenished.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20-May-10,1359,21-May-10,0831,10U,476674,5985611,Cod Trap, Sockeye ,13.6,10,3,N,0,,,,,,,,,,,,,"Trap set in smae general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20-May-10,1404,21-May-10,0838,10U,476763,5985522,Cod Trap, Sockeye ,14.9,10,3,N,0,,,,,,,,,,,,,Trap was set in same general location. NFC. Bait not replenished.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20-May-10,1410,21-May-10,0840,10U,476844,5985596,Cod Trap, Sockeye ,13.8,10,3,N,0,,,,,,,,,,,,,Trap reset in same location. NFC. No bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20-May-10,1415,21-May-10,0847,10U,476903,5985487,Cod Trap, Sockeye ,12.5,10,3,N,0,,,,,,,,,,,,,"Reset same location, Bait same NFC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20-May-10,1422,21-May-10,0852,10U,477001,5985527,Cod Trap, Sockeye ,10.1,10,3,N,0,,,,,,,,,,,,,"Location same, bait same, NFC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20-May-10,1428,21-May-10,0900,10U,476936,5985669,Cod Trap, Sockeye ,14.8,10,3,N,0,,,,,,,,,,,,,"NFC, Reset same location. Bait not replenished.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20-May-10,1436,21-May-10,0904,10U,477069,5985574,Cod Trap, Sockeye ,5.0,10,3,N,0,,,,,,,,,,,,,Bait not replenished. NFC. Set in deeper water.> 05/21/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20-May-10,1448,21-May-10,0912,10U,477050,5985748,Cod Trap, Sockeye ,15.0,10,3,N,0,,,,,,,,,,,,,NFC- Trap reset in same general location. Bait not replenished.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20-May-10,1456,21-May-10,0917,10U,477186,5985785,Cod Trap, Sockeye ,14.0,10,3,N,0,,,,,,,,,,,,,Coarse fish NSC. Trap set in same general location. No fresh bait.,NSC,1,0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20-May-10,1501,21-May-10,0927,10U,477251,5985828,Cod Trap, Sockeye ,12.4,10,3,Y,1,560,1.62,250,Y,Orange FWPG 02424,N,,L,N,ROSB,N,,"Fish released, no signs of gassing.Bait not replenished.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,20-May-10,1505,21-May-10,0953,10U,477175,5985916,Cod Trap, Sockeye ,16.0,10,3,N,0,,,,,,,,,,,,,"No fresh bait added, Trap set in same general location, NFC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20-May-10,1513,21-May-10,0937,10U,477255,5985933,Cod Trap, Sockeye ,12.2,10,3,Y,1,670,2.46,320,Y,Orange FWPG 02423,N,,L,N,ROSB,N,,"Fish released, no signs of gassing.Bait not replenished. Trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20-May-10,1517,21-May-10,0958,10U,477402,5985972,Cod Trap, Sockeye ,13.8,10,3,N,0,,,,,,,,,,,,,"Trap set in smae general location, no bait added. NFC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,20-May-10,1523,21-May-10,1003,10U,477537,5986024,Cod Trap, Sockeye ,12.2,10,3,N,0,,,,,,,,,,,,,"NFC, Reset same location. No bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,20-May-10,1637,21-May-10,1011,10U,477785,5986147,Cod Trap, Sockeye ,9.0,10,2.7,N,0,,,,,,,,,,,,,"NFC, Reset in same general location, No bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20-May-10,1643,21-May-10,1015,10U,477911,5986155,Cod Trap, Sockeye ,12.9,10,2.7,N,0,,,,,,,,,,,,,"NFC, Reset in same general location, No bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,20-May-10,1646,21-May-10,1021,10U,478034,5986198,Cod Trap, Sockeye ,13.2,10,2.7,N,0,,,,,,,,,,,,,"Caught 1 CAS. No bait added , Reset in same general location.",CAS,1,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20-May-10,1651,21-May-10,1027,10U,478217,5986355,Cod Trap, Sockeye ,13.3,10,2.7,N,0,,,,,,,,,,,,,"NFC, Set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20-May-10,1655,21-May-10,1032,10U,478414,5986476,Cod Trap, Sockeye ,14.4,10,2.7,N,0,,,,,,,,,,,,,"NFC, Set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20-May-10,1700,21-May-10,1035,10U,478551,5986562,Cod Trap, Sockeye ,14.8,10,2.7,N,0,,,,,,,,,,,,,"NFC, Set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,20-May-10,1702,21-May-10,1041,10U,478714,5986599,Cod Trap, Sockeye ,12.7,10,2.7,N,0,,,,,,,,,,,,,"NFC, Set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20-May-10,1706,21-May-10,1047,10U,478804,5986662,Cod Trap, Sockeye ,13.3,10,2.7,N,0,,,,,,,,,,,,,"Caught 1 CAS. No bait added , Reset in same general location.",CAS,1,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20-May-10,1710,21-May-10,1052,10U,478987,5986750,Cod Trap, Sockeye ,13.3,10,2.7,N,0,,,,,,,,,,,,,"NFC, Set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,20-May-10,1715,21-May-10,1056,10U,479197,5986759,Cod Trap, Sockeye ,11.0,10,2.7,N,0,,,,,,,,,,,,,"NFC, Set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21-May-10,0828,23-May-10,1404,10U,476532,5985719,Cod Trap, Sockeye ,16.0,10,1.6,N,0,,,,,,,,,,,,,"NFC, Trap relocated to the middle of the lake. Sun and clouds, no wind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21-May-10,0833,23-May-10,1410,10U,476703,5985616,Cod Trap, Sockeye ,13.9,10,1.6,N,0,,,,,,,,,,,,,Trap reset in same location. NFC. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21-May-10,0839,23-May-10,1416,10U,476778,5985509,Cod Trap, Sockeye ,13.6,10,1.6,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21-May-10,0842,23-May-10,1420,10U,476077,5985582,Cod Trap, Sockeye ,14.0,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21-May-10,0850,23-May-10,1424,10U,476912,5985495,Cod Trap, Sockeye ,12.8,10,1.2,Y,1,510,1.35,250,Y,Orange FWPG 02420,N,,L,Y,ROSB,N,,"Fish released, was swimming upright but didn't return to depth,fish was left as is to avoid further stress, no baith added. Fish was gorged with bait of bait fish.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,21-May-10,0853,23-May-10,1443,10U,476996,5985531,Cod Trap, Sockeye ,8.5,10,1.2,N,0,,,,,,,,,,,,,"NSC kept for bait, reset same location , no bait added.",NSC,1,0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21-May-10,0901,23-May-10,1448,10U,476968,5985673,Cod Trap, Sockeye ,15.0,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,21-May-10,0909,23-May-10,1457,10U,476986,5985911,Cod Trap, Sockeye ,15.8,10,1.2,Y,1,480,1.03,240,Y,Orange FWPG 02417,N,,L,N,ROSB,N,,"No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,21-May-10,0915,23-May-10,1613,10U,477089,5985765,Cod Trap, Sockeye ,15.5,10,1.2,N,0,,,,,,,,,,,,,Bait taken. Fresh Sockeye added. NFC. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21-May-10,0924,23-May-10,1617,10U,477548,5985288,Cod Trap, Sockeye ,15.0,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,21-May-10,0936,23-May-10,1620,10U,477253,5985856,Cod Trap, Sockeye ,13.0,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location, cloudy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21-May-10,0947,23-May-10,1625,10U,477190,5985946,Cod Trap, Sockeye ,16.0,10,1.2,Y,1,730,2.26,300,Y,Orange FWPG 2415,N,,L,N,ROSB,N,,"No bait added set same area, good release.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21-May-10,0947,23-May-10,1633,10U,477309,5985908,Cod Trap, Sockeye ,12.2,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,21-May-10,1001,23-May-10,1637,10U,477421,5986004,Cod Trap, Sockeye ,14.4,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location, overcast, calm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,21-May-10,1007,23-May-10,1541,10U,477498,5986052,Cod Trap, Sockeye ,14.2,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21-May-10,1013,23-May-10,1546,10U,477772,5986145,Cod Trap, Sockeye ,11.0,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location, calm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,21-May-10,1018,23-May-10,1551,10U,477905,5986202,Cod Trap, Sockeye ,14.0,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location. Trap may not be sitting flat- strange rope action on retrieve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,21-May-10,1022,23-May-10,1556,10U,478024,5906237,Cod Trap, Sockeye ,13.9,10,1.2,Y,1,700,1.81,300,Y,Orange FWPG 02414,N,,L,N,ROSB,N,,"One BB caught, long and skinny looking. Good release, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,21-May-10,1029,23-May-10,1602,10U,478237,5986384,Cod Trap, Sockeye ,14.0,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21-May-10,1034,23-May-10,1609,10U,478459,5986511,Cod Trap, Sockeye ,14.0,10,1.2,Y,1,640,1.99,310,Y,Orange FWPG 02413,N,,L,N,ROSB,N,,"One BB caught, a little fatter, nice colours. Good release, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21-May-10,1037,23-May-10,1615,10U,478582,5986596,Cod Trap, Sockeye ,13.8,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,21-May-10,1042,23-May-10,1619,10U,478724,5986609,Cod Trap, Sockeye ,12.0,10,1.2,Y,1,570,1.38,270,Y,Orange FWPG 02410,N,,L,N,ROSB,N,,One BB caught /healthy looking/no bait/Lively/good release.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,21-May-10,1049,23-May-10,1628,10U,478837,5986706,Cod Trap, Sockeye ,12.7,10,1.2,N,0,,,,,,,,,,,,,"NSC added bait+Sockeye already in. Set same location, lake calm.",NSC,1,0,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,21-May-10,1054,23-May-10,1634,10U,479029,5986782,Cod Trap, Sockeye ,12.4,10,1.2,N,0,,,,,,,,,,,,,NSC added for bait.Set in same location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,21-May-10,1057,23-May-10,1639,10U,479222,5986751,Cod Trap, Sockeye ,10.1,10,1.2,N,0,,,,,,,,,,,,,"NFC. No bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23-May-10,1407,25-May-10,0748,10U,476505,5985794,Cod Trap, Sockeye ,16.0,10,2,N,0,,,,,,,,,,,,,"Bait not refreshed. NFC. Trap relocated, NSC added as bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23-May-10,1412,25-May-10,0755,10U,476687,5985603,Cod Trap, Sockeye ,13.0,11,2,N,0,,,,,,,,,,,,,"Cloudy, sunny, NFC. Reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23-May-10,1418,25-May-10,0800,10U,476763,5985501,Cod Trap, Sockeye ,1.0,11,1.6,N,0,,,,,,,,,,,,,NFC. Trap pulled and relocated to west end of lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
