Trap #,Date Set,Time Set,Date Pulled,Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Bait ,Depth m,Temp C,Secchi Depth m,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (mm),Tag applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour2,Fate (D/L),Decompression Stress (Y/N),Treatment,Sacrificed (Y/N),Sacrificied Code,Comments,Sp.,No.L,No.D,Len,Len3,Len4,Len5,Len6,Sp.7,No.L8,No.D9,Len10,Len11,Len12,Len13,Len14,Sp.15,No.L16,No.D17,Len18,Len19,Len20,Len21,Len22,Sp.23,No.L24,No.D25,Len26,Len27,Len28,Len29,Len30,Sp.31,No.L32,No.D33,Len34,Len35,Len36
H-8,22-May-10,1059,24-May-10,1008,10U,474698,5986114,Hoop Trap L, NSC ,5.3,9.9,2,Y,1 of 2,750,2.15,270,Y,Orange FWPG 02409,N,,L,N,ROSB,N,,"Burbot skinny, good shape,good release for both. Reset in same general location.",NSC,1,0,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,22-May-10,1059,24-May-10,1008,10U,474698,5986114,Hoop Trap L, NSC ,5.3,9.9,2,Y,2 of 2,490,0.7,160,Y,Orange FWPG 02408,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,22-May-10,1108,24-May-10,1022,10U,474602,5985835,Hoop Trap L, NSC ,6.8,10,2,Y,1 of 3,615,1.86,250,Y,Orange FWPG 02407,N,,L,N,ROSB,N,,"Sunny, cloudy, trap works well, all BB released good. Reset in same location, NSC added for bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,22-May-10,1108,24-May-10,1022,10U,474602,5985835,Hoop Trap L, NSC ,6.8,10,2,Y,2 of 3,530,1.1,200,Y,Orange FWPG 02406,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,22-May-10,1108,24-May-10,1022,10U,474602,5985835,Hoop Trap L, NSC ,6.8,10,2,Y,3 of 3,490,0.99,190,Y,Orange FWPG 02405,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-10,22-May-10,1204,24-May-10,1043,10U,475975,5986152,Hoop Trap L, Sockeye ,12.0,9.6,2,N,0,,,,,,,,,,,,,"NBC, NSC added as bait, reset in same general location.",NSC,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,22-May-10,1212,24-May-10,1050,10U,476367,5986214,Hoop Trap L, Sockeye ,13.0,10.4,2,N,0,,,,,,,,,,,,,"Sunny, cloudy periods, trap funnel had to be adjusted/ set in same general location. All trap funnels were adjusted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,22-May-10,1221,24-May-10,1110,10U,476572,5986288,Hoop Trap L, Sockeye ,13.8,10.4,2,Y,1 of 3,580,1.81,270,Y,Orange FWPG 02404,N,,L,N,ROSB,N,,"Sunny,cloudy, windy. I big BB, 2 small BB. Orange FWPG 2402 punctured, all BB good release, NSC added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,22-May-10,1221,24-May-10,1110,10U,476572,5986288,Hoop Trap L, Sockeye ,13.8,10.4,2,Y,2 of 3,520,1.12,200,Y,Orange FWPG 02403,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,22-May-10,1221,24-May-10,1110,10U,476572,5986288,Hoop Trap L, Sockeye ,13.8,10.4,2,Y,3 of 3,500,1.07,210,Y,Orange FWPG 02402,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,22-May-10,1227,24-May-10,1218,10U,476815,5986422,Hoop Trap L, Sockeye ,13.4,10.6,2,Y,1 of 2,670,2.52,310,Y,Orange FWPG 02401,N,,L,Y,RWP,N,,"Cloudy, sunny periods, little windy. Orange tag #02401 and #02175 were punctured. Trap effinciancy good. Tag # 02175 at surface upright. Air in bladder vs. Gas? Last seen treading at surface into the current.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,22-May-10,1227,24-May-10,1218,10U,476815,5986422,Hoop Trap L, Sockeye ,13.4,10.6,2,Y,2 of 2,710,2,260,Y,Orange FWPG 02175,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-14,22-May-10,1232,24-May-10,1238,10U,475945,5987129,Hoop Trap L, Sockeye ,9.7,10.6,2,N,0,,,,,,,,,,,,,"Windy, sunny, cloudy. NBC, trap reset in same general location. NSC added for bait.",NSC,3,0,150,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-15,22-May-10,1303,24-May-10,1252,10U,477203,5986158,Hoop Trap L, Sockeye ,16.1,9.4,2,N,0,,,,,,,,,,,,,"NFC. Set in same general location. NSC added to bait, trap relocated west ward.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,22-May-10,1325,24-May-10,1258,10U,477072,5986890,Hoop Trap L, Sockeye ,16.8,10.5,2,N,0,,,,,,,,,,,,,"Cloudy, sunny periods, little windy. NFC, trap set in same general location. NSC added as bait. Lake getting quite choppy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,22-May-10,1333,24-May-10,1308,10U,477005,5986303,Hoop Trap L, Sockeye ,16.8,10.5,2,Y,1 of 3,750,N/A,340,Y,Orange FWPG 2174,N,,L,Y,RWP,N,,"Orange tag # 02174, 02173, and 02172 were all punctured. Weather the same, all BB released good. Note: Scale stopped working.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,22-May-10,1333,24-May-10,1308,10U,477005,5986303,Hoop Trap L, Sockeye ,16.8,10.5,2,Y,2 of 3,700,N/A,330,Y,Orange FWPG 2173,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,22-May-10,1333,24-May-10,1308,10U,477005,5986303,Hoop Trap L, Sockeye ,16.8,10.5,2,Y,3 of 3,720,N/A,340,Y,Orange FWPG 2172,N,,L,Y,RWP,N,,see above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,22-May-10,1341,24-May-10,1331,10U,477135,5986376,Hoop Trap L, Sockeye ,16.1,10,2,Y,1 of 3,640,N/A,260,Y,Orange FWPG 2171,N,,L,N,ROSB,N,,"Windy, cloudy. Orange tag # 2168-punctured/ air in swim bladder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,22-May-10,1341,24-May-10,1331,10U,477135,5986376,Hoop Trap L, Sockeye ,16.1,10,2,Y,2 of 3,580,N/A,280,Y,Orange FWPG 2169,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,22-May-10,1341,24-May-10,1331,10U,477135,5986376,Hoop Trap L, Sockeye ,16.1,10,2,Y,3 0f 3,660,N/A,260,Y,Orange FWPG 2168,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-19,22-May-10,1354,24-May-10,1349,10U,477137,5986860,Hoop Trap L, Sockeye ,9.0,10,2,N,0,,,,,,,,,,,,,"NBC, NSC added as bait, reset in same general location.",NSC,3,0,100,130,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-20,23-May-10,0837,24-May-10,1356,10U,477519,5986514,Hoop Trap L, Sockeye ,15.0,9,2,N,0,,,,,,,,,,,,,"NFC, bait added. Trap reset in same general location, conditions are rough on the lake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-22,23-May-10,0904,24-May-10,1408,10U,478318,5987105,Hoop Trap L, Sockeye ,14.0,9,2,Y,1,630,N/A,280,Y,Orange FWPG 02167,N,,L,N,ROSB,N,,"BB release good, cloudy, windy, sunny periods.Set in same general location, NSC added.",NSC,1,0,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23,23-May-10,0940,24-May-10,1418,10U,478462,5987432,Hoop Trap L, Sockeye ,9.5,9,2,Y,1,410,N/A,210,Y,Orange FWPG 02166,N,,L,N,ROSB,N,,"Release good, NSC added as bait. Trap set in same general location.",NSC,1,0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-24,23-May-10,0946,24-May-10,1425,10U,478623,5987264,Hoop Trap L, Sockeye ,12.0,9,2,N,0,,,,,,,,,,,,,"NFC, trap reset in same general location. NSC added to bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-25,23-May-10,1038,24-May-10,1526,10U,479803,5986822,Hoop Trap L, Sockeye ,4.0,9,2,N,0,,,,,,,,,,,,,NBC. Trap set in same location. NSC added as bait.,NSC,3,0,90,93,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-26,23-May-10,1049,24-May-10,1435,10U,479230,5987174,Hoop Trap L, Sockeye ,10.0,9,2,N,0,,,,,,,,,,,,,"NFC, set in same location. NSC added to bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-27,23-May-10,1058,24-May-10,1504,10U,479450,5987469,Hoop Trap L, Sockeye ,6.8,9,2,N,0,,,,,,,,,,,,,"NFC, set in same location. NSC added to bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-28,23-May-10,1110,24-May-10,1510,10U,479805,5987536,Hoop Trap L, Sockeye ,3.5,9,2,N,0,,,,,,,,,,,,,NBC. Trap set in same location. NSC added as bait.,NSC,2,0,300,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-29,23-May-10,1115,24-May-10,1517,10U,479962,5987263,Hoop Trap L, Sockeye ,3.2,9,2,N,0,,,,,,,,,,,,,NBC. Trap set in same location. NSC added as bait.,NSC,2,0,360,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-30,23-May-10,1151,24-May-10,1540,10U,479698,5986623,Hoop Trap L, Sockeye ,3.6,9,2,N,0,,,,,,,,,,,,,NBC. Trap set in same location. NSC added as bait.,NSC,12,0,260,120,50,70,80,CAS,2,0,70,50,,,,,,,,,,,,,,,,,,,,,,,,,
H-31,23-May-10,1200,24-May-10,1534,10U,479345,5986508,Hoop Trap L, Sockeye ,3.7,9,2,N,0,,,,,,,,,,,,,NBC. Trap set in same location. NSC added as bait.,NSC,8,0,180,90,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21,23-May-10,0849,24-May-10,1402,10U,477670,5986936,Hoop Trap L, Sockeye ,14.0,9,2,N,0,,,,,,,,,,,,,"NFC, Trap set in same general location . Wind died off.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-7,24-May-10,1005,25-May-10,0903,10U,474814,5986246,Hoop Trap L, Sockeye +2 NSC ,5.0,10,2,Y,1 of 2,510,0.98,190,Y,Orange FWPG 02163,N,,L,N,ROSB,N,,"Trap efficiancy good, release good, lake choppy at 0910.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-7,24-May-10,1005,25-May-10,0903,10U,474814,5986246,Hoop Trap L, Sockeye +2 NSC ,5.0,10,2,Y,2 of 2,400,0.75,180,Y,Orange FWPG 02159,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,24-May-10,1019,25-May-10,0851,10U,474575,5986182,Hoop Trap L, Sockeye +2 NSC ,1.8,10,2,N,0,,,,,,,,,,,,,"NFC. Trap set in same general location, NSC added for bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,24-May-10,1035,25-May-10,0841,10U,474516,5985954,Hoop Trap L, Sockeye +3 NSC ,1.8,10,2,Y,1,380,0.65,190,Y,Orange FWPG 02165,N,,L,N,ROSB,N,,"Trap efficiancy good, release good.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-10,24-May-10,1046,25-May-10,0922,10U,475905,5986217,Hoop Trap L, Sockeye +2 NSC ,10.0,10,2,Y,1,490,1.15,220,Y,Orange FWPG 02158,N,,L,N,ROSB,N,,"BB good release 150m out from white snag. Sunny, wind out of E., S.E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,24-May-10,1105,25-May-10,1257,10U,476337,5986328,Hoop Trap L, Sockeye +2 NSC ,11.0,10,2,N,0,,,,,,,,,,,,,"NFC. Trap set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,24-May-10,1122,25-May-10,1306,10U,476573,5986378,Hoop Trap L, Sockeye +3 NSC ,11.0,10,2,Y,1,550,1.4,250,Y,Orange FWPG 02156,N,,L,N,ROSB,N,,"BB good release, windy at 1310. No bait added, Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,24-May-10,1234,25-May-10,1314,10U,476802,5986507,Hoop Trap L, NSC +3 NSC ,10.0,10,2.5,N,0,,,,,,,,,,,,,"NFC. Trap reset in same general location, 1 NSC added to bait. Sunny and warm, gusts out of the S.E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-14,24-May-10,1242,25-May-10,1319,10U,476990,5986720,Hoop Trap L, NSC +2 NSC ,9.5,10,2.5,N,0,,,,,,,,,,,,,NBC. Trap moved to greated depth. No bait added.,NSC,3,0,80,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-15,24-May-10,1257,25-May-10,1328,10U,477026,5986093,Hoop Trap L, Sockeye +3 NSC ,16.0,10,2.5,N,0,,,,,,,,,,,,,"NFC. Reset in same location, No bicatch, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,24-May-10,1305,25-May-10,1333,10U,477013,5986189,Hoop Trap L, Sockeye +2 NSC +1 CAS ,16.0,10,2.5,Y,1 of 2,790,3.41,360,Y,Orange FWPG 2155,N,,L,Y,RWP,N,,"Trap fishing good, BB ate bait NSC, orange tag #02155 and #02154 were punctured. Fresh bait added, trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,24-May-10,1305,25-May-10,1333,10U,477013,5986189,Hoop Trap L, Sockeye +2 NSC +1 CAS ,16.0,10,2.5,Y,2 of 2,580,2.09,300,Y,Orange FWPG 2154,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,24-May-10,1328,25-May-10,1348,10U,477015,5986289,Hoop Trap L, NSC +2 NSC ,16.0,10,2.5,Y,1 of 3,730,2.32,280,Y,Orange FWPG 2153,N,,L,,,N,,"Cloudy, windy, sunny. BB healthy looking, very spunky. All three BB resurfaced and were punctured. #2152 was found again with a gull pecking it. Fish was broght aboard in an attempt to revive it. Fish later succumbed to sampling stresses and died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,24-May-10,1328,25-May-10,1348,10U,477015,5986289,Hoop Trap L, NSC +2 NSC ,16.0,10,2.5,Y,2 of 3,740,2.74,310,N,,N,,L,Y,RWP,Y,100,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,24-May-10,1328,25-May-10,1348,10U,477015,5986289,Hoop Trap L, NSC +2 NSC ,16.0,10,2.5,Y,3 of 3,680,2.15,300,Y,Orange FWPG 2151,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,24-May-10,1345,25-May-10,1420,10U,477112,5986461,Hoop Trap L, 2 NSC +2 NSC ,15.0,10,2.5,Y,1 of 7,750,2.82,300,Y,Orange FWPG 2150,N,,L,Y,RWP,N,,All fish were aggressively punctured to release gas. Trap reset in the same general location. Puncturing seemed to work at getting the fish down. NSC added for bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,24-May-10,1345,25-May-10,1420,10U,477112,5986461,Hoop Trap L, 2 NSC +2 NSC ,15.0,10,2.5,Y,2 of 7,630,2.1,280,Y,Orange FWPG 2149,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,24-May-10,1345,25-May-10,1420,10U,477112,5986461,Hoop Trap L, 2 NSC +2 NSC ,15.0,10,2.5,Y,3 of 7,590,1.56,230,Y,Orange FWPG 2148,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,24-May-10,1345,25-May-10,1420,10U,477112,5986461,Hoop Trap L, 2 NSC +2 NSC ,15.0,10,2.5,Y,4 of 7,600,1.82,260,Y,Orange FWPG 2147,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,24-May-10,1345,25-May-10,1420,10U,477112,5986461,Hoop Trap L, 2 NSC +2 NSC ,15.0,10,2.5,Y,5 of 7,620,1.58,260,Y,Orange FWPG 2146,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,24-May-10,1345,25-May-10,1420,10U,477112,5986461,Hoop Trap L, 2 NSC +2 NSC ,15.0,10,2.5,Y,6 of 7,520,1.17,200,Y,Orange FWPG 2145,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,24-May-10,1345,25-May-10,1420,10U,477112,5986461,Hoop Trap L, 2 NSC +2 NSC ,15.0,10,2.5,Y,7 of 7,720,2.59,300,Y,Orange FWPG 2144,N,,L,Y,RWP,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-19,24-May-10,1351,25-May-10,1458,10U,477156,5986930,Hoop Trap L, NSC +2 NSC ,7.7,10,2.5,N,0,,,,,,,,,,,,,Trap relocated to deeper water. NFC. No fresh bait added.,NSC,1,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-20,24-May-10,1359,25-May-10,1506,10U,477469,5986574,Hoop Trap L, Sockeye +2 NSC ,15.0,10,2.5,N,0,,,,,,,,,,,,,"NFC, set in same location. No bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-22,24-May-10,1415,25-May-10,1529,10U,478325,5987274,Hoop Trap L, Sockeye +3 NSC ,12.0,9,2.5,N,0,,,,,,,,,,,,,"NFC, set in same general location, windy, choppy waters. No bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23,24-May-10,1424,25-May-10,1535,10U,478390,5987394,Hoop Trap L, 3 NSC ,9.5,10,2.5,N,0,,,,,,,,,,,,,"NFC. Trap reset in same general location, No bait added.",NSC,2,0,200,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-24,24-May-10,1429,25-May-10,1540,10U,478635,5987309,Hoop Trap L, 3 NSC ,12.0,10,2.5,N,0,,,,,,,,,,,,,NFC. Trap reset iin same location. No fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-25,24-May-10,1530,25-May-10,1610,10U,479767,5986864,Hoop Trap L, 1 Lg. NSC +1 Cut up NSC ,4.9,8,2.5,N,0,,,,,,,,,,,,,NBC.,NSC,1,0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-26,24-May-10,1438,25-May-10,1545,10U,479218,5987216,Hoop Trap L, 3 NSC ,10.0,10,2.5,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-27,24-May-10,1505,25-May-10,1550,10U,479418,5987477,Hoop Trap L, 3 NSC ,7.0,10,2.5,Y,1,650,2.16,260,Y,Orange FWPG 02142,N,,L,N,ROSB,N,,"Trap fishing good, good release, reset in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-28,24-May-10,1513,25-May-10,1600,10U,479816,5987552,Hoop Trap L, 3 NSC ,3.2,10,2.5,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-29,24-May-10,1521,25-May-10,1603,10U,479853,5987294,Hoop Trap L, 3 NSC ,3.4,10,2.5,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. No fresh bait added.",NSC,1,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-30,24-May-10,1542,25-May-10,1612,10U,479752,5986621,Hoop Trap L, Sockeye +3 NSC ,13.0,8,2.5,Y,1,440,1.01,220,Y,Orange FWPG 02141,N,,L,N,ROSB,N,,"BB full of food, BB released good. No bait added.",NSC,5,0,80,78,80,81,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-31,24-May-10,1536,25-May-10,1623,10U,479342,5986503,Hoop Trap L, Sockeye +3 NSC ,3.3,10,2.5,N,0,,,,,,,,,,,,,"NFC. Trap reset in same general location, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21,24-May-10,1406,25-May-10,1514,10U,477662,5986973,Hoop Trap L, 3 NSC ,14.0,9,2.5,Y,1,590,1.63,260,Y,Orange FWPG 02143,N,,L,Y,RWP,N,,"Orange tag # 02143 was punctured aggressively, good release, reset in same location. No fresh bait added.",NSC,2,0,410,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-7,25-May-10,0913,27-May-10,1005,10U,474801,5986213,Hoop Trap L, Sockeye + NSC ,3.7,10,2.5,N,0,,,,,,,,,,,,,"NBC, trap relocated a little closer to the shore in weedy environment. No fresh bait added.",NSC,1,0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,25-May-10,0855,27-May-10,0953,10U,474541,5986207,Hoop Trap L, NSC ,2.5,10,2.5,Y,1 of 2,540,1.25,210,Y,Orange FWPG 2138,N,,L,N,ROSB,N,,Burbot released near side of boat. No evidence of gassing. Shallowy water set. Weedy area approx. 200m off W end shoreline. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,25-May-10,0855,27-May-10,0953,10U,474541,5986207,Hoop Trap L, NSC ,2.5,10,2.5,Y,2 of 2,500,1.11,210,Y,Orange FWPG 2137,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,25-May-10,0848,27-May-10,0939,10U,474583,5986074,Hoop Trap L, Sockeye + NSC ,2.0,10,2.5,Y,1,270,0.34,110,Y,Orange FWPG 2139,N,,L,N,ROSB,N,,Burbot released at side of boat w/ approx. 2m of water. No signs of gassing. No bait added. Trap set in same general location (weedy).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-10,25-May-10,0927,27-May-10,1013,10U,475894,5986234,Hoop Trap L, Sockeye + NSC ,10.0,9,2.5,N,0,,,,,,,,,,,,,"No bait added 05/25/10, NFC. Trap relocated further west down north shore. No bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,25-May-10,1259,27-May-10,1120,10U,476217,5986313,Hoop Trap L, Sockeye + NSC ,11.0,10,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. To the E up N shoreline. NSC added to bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,25-May-10,1312,27-May-10,1510,10U,476585,5986423,Hoop Trap L, Sockeye + NSC ,9.2,10,2,N,0,,,,,,,,,,,,,"No bait added 05/25/10, NFC. No fresh bait added. Trap rest in same general location.",NSC,2,0,150,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,25-May-10,1316,27-May-10,1415,10U,476762,5986525,Hoop Trap L, Sockeye + NSC ,10.0,10,2,Y,1 of 2,700,2.7,310,Y,Orange FWPG 2130,N,,L,Y,RRT,N,,"Windy, water choppy. Fresh bait added. Trap set in same general location. #02130 came back up in release trap. Released- appeared strong and healthy- headed straight down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,25-May-10,1316,27-May-10,1415,10U,476762,5986525,Hoop Trap L, Sockeye + NSC ,10.0,10,2,Y,2 of 2,430,0.76,180,Y,Orange FWPG 2129,N,,L,Y,RRT,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-14,25-May-10,1322,27-May-10,1432,10U,477042,5986716,Hoop Trap L, NSC ,11.0,10,2,Y,1,450,0.91,220,Y,Orange FWPG 2128,N,,L,Y,RRT,N,,"Fish released from release trap- latch was not released and the fish came back up with the box. Was released at surface. Fish appeared strong. Fresh bait added, trap set in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-15,25-May-10,1330,27-May-10,1226,10U,477014,5986113,Hoop Trap L, Sockeye + NSC ,16.0,10,2,N,0,,,,,,,,,,,,,"NFC, fresh bait added. Set in same general location. Very rough on the water, white caps and wind.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,25-May-10,1344,27-May-10,1448,10U,477067,5986397,Hoop Trap L, Sockeye + NSC ,15.0,10,2,Y,1 of 2,610,1.95,280,Y,Orange FWPG 02127,N,,L,Y,RRT,N,,"Both fish released from release trap at depth of 15m. Fresh bait added, trap set in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,25-May-10,1344,27-May-10,1448,10U,477067,5986397,Hoop Trap L, Sockeye + NSC ,15.0,10,2,Y,2 of 2,690,2.89,320,Y,Orange FWPG 02126,N,,L,Y,RRT,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,25-May-10,1414,27-May-10,1508,10U,477175,5986425,Hoop Trap L, NSC ,16.0,10,2,Y,1 of 2,760,3.03,340,Y,Orange FWPG 02374,N,,L,Y,RRT,N,,"Windy, chopper water, big waves, released in release trap. # 02373 was stuck in box upon retrieval. Was released boat side under water, swam down vigorously. Fresh bait added, Trap reset in same general location. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,25-May-10,1414,27-May-10,1508,10U,477175,5986425,Hoop Trap L, NSC ,16.0,10,2,Y,2 of 2,830,3.67,350,Y,Orange FWPG 02373,N,,L,Y,RRT,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,25-May-10,1454,27-May-10,1530,10U,477219,5986586,Hoop Trap L, NSC ,15.0,10,2,Y,1 of 5,605,1.5,240,Y,Orange FWPG 02372,N,,L,Y,RRT,N,,"Trap reset in same general area. No fresh bait added. Fish #02369, #02368 were released together in the release trap. Was still in when retreived. Was sent down a second time and release was successful.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,25-May-10,1454,27-May-10,1530,10U,477219,5986586,Hoop Trap L, NSC ,15.0,10,2,Y,2 of 5,580,1.5,260,Y,Orange FWPG 02371,N,,L,Y,RRT,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
